input_id,qkey,question_raw,pred_A,pred_B,pred_C,pred_D,pred_E,pred_F,pred_G,pred_H,pred_I,pred_J,pred_K
id126,ROBJOB8A_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a software engineer will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.3684210526315789,0.2631578947368421,0.2105263157894737,,,,,,,
id127,ROBJOB8B_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a legal clerk will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id128,ROBJOB8C_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a nurse will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id129,ROBJOB8D_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a construction worker will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id130,ROBJOB8E_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a fast food worker will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id131,ROBJOB8F_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a teacher will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id132,ROBJOB8G_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a insurance claims processor will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id133,ROBJOB9_W27,"How likely, if at all, do you think it is that your own job or profession will be mostly done by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id134,WORK5A_W27,"Have you yourself ever lost a job because your employer replaced your position with a machine, robot or computer program?",0.08602150537634409,0.913978494623656,,,,,,,,,
id135,WORK6_W27,"Have you ever had your pay or hours reduced because your employer replaced some aspect of your job with a machine, robot or computer program?",0.1276595744680851,0.8723404255319149,,,,,,,,,
id136,WORK7_W27,"Do you personally know anyone who has lost a job, or had their pay or hours reduced, because their employer replaced their work with a machine, robot or computer program?",0.25510204081632654,0.7448979591836735,,,,,,,,,
id137,CAREGIV1_W27,"Please consider the following scenario - in the future, people could be provided with a robot caregiver that would allow them to continue living in their own home as they age. How much have you heard, read, or thought about this idea before today?",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id138,CAREGIV2_W27,Based on what you know does the concept of a robot caregiver for the elderly seem,0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id139,CAREGIV3A_W27,"How enthusiastic are you, if at all, about the possibility of a robot caregiver for society as a whole?",0.18556701030927836,0.32989690721649484,0.2577319587628866,0.2268041237113402,,,,,,,
id140,CAREGIV3B_W27,"How worried are you, if at all, about the possibility of a robot caregiver for society as a whole?",0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id141,CAREGIV4_W27,"Would you, personally, be interested in this type of robot caregiver for yourself or a member of your family?",0.4329896907216495,0.5670103092783506,,,,,,,,,
id142,CAREGIV6A_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Young people would feel less worried about caring for their aging relatives",0.6326530612244898,0.3673469387755102,,,,,,,,,
id143,CAREGIV6B_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Society would save money on caring for older adults",0.6391752577319588,0.36082474226804123,,,,,,,,,
id144,CAREGIV6C_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Many older adults would treat their robot caregiver like a human friend",0.42857142857142855,0.5714285714285715,,,,,,,,,
id145,CAREGIV6D_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Older adults would feel more isolated than they do today",0.5306122448979592,0.46938775510204084,,,,,,,,,
id146,CAREGIV6E_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Older adults would feel more independent and self-sufficient",0.6326530612244898,0.3673469387755102,,,,,,,,,
id147,CAREGIV6F_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? These robots would only be used by people who could not afford a human caregiver for their loved one",0.5670103092783506,0.4329896907216495,,,,,,,,,
id148,CAREGIV7_W27,"Would you feel better, worse, or would it not make a difference if the robot caregiver in this scenario had a camera so that a human operator could monitor the situation at all times?",0.4329896907216495,0.288659793814433,0.27835051546391754,,,,,,,,
id149,HIRING1_W27,"Please consider the following scenario - computer programs being used to screen and rank job applicants. How much have you heard, read, or thought about this idea before today?",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id150,HIRING2_W27,"Based on what you know, does the concept of using computer programs to make hiring decisions seem",0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id151,HIRING3A_W27,"How enthusiastic are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",0.12244897959183673,0.28571428571428575,0.35714285714285715,0.23469387755102042,,,,,,,
id152,HIRING3B_W27,"How worried are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",0.2828282828282829,0.35353535353535354,0.22222222222222224,0.14141414141414144,,,,,,,
id153,HIRING4_W27,"Would you, personally, want to apply for a job that used this type of computer program to make hiring decisions?",0.4329896907216495,0.5670103092783506,,,,,,,,,
id154,HIRING6A_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who are well-qualified",0.2857142857142857,0.32653061224489793,0.3877551020408163,,,,,,,,
id155,HIRING6B_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who fit well with the company's culture",0.2631578947368421,0.3684210526315789,0.3684210526315789,,,,,,,,
id156,HIRING6C_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to choosing candidates from a diverse range of backgrounds",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id157,HIRING6D_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to providing opportunities for candidates with non-traditional experiences",0.288659793814433,0.4329896907216495,0.27835051546391754,,,,,,,,
id158,HIRING7A_W27,Would you feel better or worse about computer programs making hiring decisions if these computer programs included public data about each candidate - such as the material they post on social media - in making their evaluations,0.2947368421052632,0.4421052631578947,0.2631578947368421,,,,,,,,
id159,HIRING7B_W27,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way",0.5306122448979592,0.28571428571428575,0.1836734693877551,,,,,,,,
id160,VOICE1_W27,"Do you ever use a voice-controlled digital assistant, such as Apple Siri, Amazon Alexa, Google Assistant, or Microsoft Cortana?",0.663265306122449,0.33673469387755106,,,,,,,,,
id161,VOICE3_W27,"Do you ever use a digital assistant to control other devices in your home, such as a stereo, tv, thermostat, or lighting?",0.42857142857142855,0.5714285714285715,,,,,,,,,
id162,VOICE4_W27,"When you use digital assistants, how often do they accurately respond to your commands?",0.5789473684210527,0.3157894736842105,0.10526315789473684,,,,,,,,
id163,VOICE5A_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It lets me use my phone or device while doing other things with my hands",0.42857142857142855,0.3877551020408163,0.1836734693877551,,,,,,,,
id164,VOICE5B_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? Spoken language feels more natural than typing",0.28571428571428575,0.37755102040816324,0.33673469387755106,,,,,,,,
id165,VOICE5C_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's easier for children to use",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id166,VOICE5D_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's fun",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id167,DRONE1_W27,Do you personally own a flying drone?,0.12244897959183673,0.8775510204081632,,,,,,,,,
id168,DRONE2_W27,Have you ever seen someone operating a drone?,0.6701030927835052,0.32989690721649484,,,,,,,,,
id169,DRONE4A_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes,0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id170,DRONE4B_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents,0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id171,DRONE4C_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches,0.4329896907216495,0.288659793814433,0.27835051546391754,,,,,,,,
id172,DRONE4D_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks,0.42857142857142855,0.3877551020408163,0.1836734693877551,,,,,,,,
id173,DRONE4E_W27,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id174,PERSDISCR_W29,"Have you ever personally experienced discrimination or been treated unfairly because of your gender, or not?",0.42857142857142855,0.5714285714285715,,,,,,,,,
id175,NOWSMK_NHIS_W29,Do you now smoke cigarettes,0.12244897959183673,0.05102040816326531,0.826530612244898,,,,,,,,
id176,BLOODPR_W29,"Have you ever been told by a doctor or other health professional that you had hypertension, also called high blood pressure?",0.4897959183673469,0.5102040816326531,,,,,,,,,
id177,DIFF1A_W29,Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?,0.4329896907216495,0.5670103092783506,,,,,,,,,
id178,DIFF1B_W29,Do you think men and women are basically similar or basically different when it comes to their physical abilities?,0.2631578947368421,0.7368421052631579,,,,,,,,,
id179,DIFF1C_W29,Do you think men and women are basically similar or basically different when it comes to their approach to parenting?,0.4329896907216495,0.5670103092783506,,,,,,,,,
id180,DIFF1D_W29,Do you think men and women are basically similar or basically different when it comes to how they express their feelings?,0.4329896907216495,0.5670103092783506,,,,,,,,,
id181,DIFF1E_W29,Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?,0.5789473684210527,0.42105263157894735,,,,,,,,,
id182,MASC2_W29,"Now thinking about how you see yourself, would you describe yourself as",0.33333333333333337,0.3958333333333334,0.18750000000000003,0.08333333333333334,,,,,,,
id183,FEM2_W29,"Now thinking about how you see yourself, would you describe yourself as",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id184,MASC1F1_W29,"Thinking about how society sees men these days, in general, would you say",0.4421052631578947,0.18947368421052632,0.3684210526315789,,,,,,,,
id185,MASC2AF1_W29,Do you think it's a good thing or a bad thing that most people in our society look up to men who are manly or masculine?,0.7222222222222222,0.2777777777777778,,,,,,,,,
id186,MASC2BF1_W29,Do you think it's a good thing or a bad thing that most people in our society look down on men who are manly or masculine?,0.15789473684210525,0.8421052631578947,,,,,,,,,
id187,FEM1F2_W29,"Thinking about how society sees women these days, in general, would you say",0.4329896907216495,0.18556701030927836,0.3814432989690722,,,,,,,,
id188,FEM2AF2_W29,Do you think it's a good thing or a bad thing that most people in our society look up to women who are womanly or feminine?,0.7222222222222222,0.2777777777777778,,,,,,,,,
id189,FEM2BF2_W29,Do you think it's a good thing or a bad thing that most people in our society look down on women who are womanly or feminine?,0.15789473684210525,0.8421052631578947,,,,,,,,,
id190,GOODJOBS_W29,"In general, thinking about job opportunities where you live, would you say that",0.4329896907216495,0.5670103092783506,,,,,,,,,
id191,HELPHURTA_W29,"Thinking about your work life, has the growing number of immigrants working in this country done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.15789473684210525,0.2631578947368421,0.5789473684210527,,,,,,,,
id192,HELPHURTB_W29,"Thinking about your work life, has more women in the workforce done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.25510204081632654,0.15306122448979592,0.5918367346938775,,,,,,,,
id193,HELPHURTC_W29,"Thinking about your work life, has a growing emphasis on diversity in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.28571428571428575,0.22448979591836735,0.4897959183673469,,,,,,,,
id194,HELPHURTD_W29,"Thinking about your work life, has increased outsourcing of jobs to other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.0816326530612245,0.326530612244898,0.5918367346938775,,,,,,,,
id195,HELPHURTE_W29,"Thinking about your work life, has automation of jobs through new technology in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.326530612244898,0.1836734693877551,0.4897959183673469,,,,,,,,
id196,HELPHURTF_W29,"Thinking about your work life, has more foreign-made products being sold in the U.S. done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.1836734693877551,0.326530612244898,0.4897959183673469,,,,,,,,
id197,HELPHURTG_W29,"Thinking about your work life, has more U.S.-made products being sold in other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.2577319587628866,0.2061855670103093,0.5360824742268041,,,,,,,,
id198,TRANSGEND1_W29,"Which statement comes closer to your views, even if neither is exactly right?",0.5789473684210527,0.42105263157894735,,,,,,,,,
id199,SEENMASC_W29,"On a different topic how important is it to you, personally, to be seen by others as manly or masculine?",0.18181818181818182,0.27272727272727276,0.32323232323232326,0.22222222222222224,,,,,,,
id200,SEENFEM_W29,"On a different topic how important is it to you, personally, to be seen by others as womanly or feminine?",0.18181818181818182,0.27272727272727276,0.32323232323232326,0.22222222222222224,,,,,,,
id201,MAN1A_W29,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?",0.326530612244898,0.4183673469387755,0.1836734693877551,0.07142857142857144,,,,,,,
id202,MAN1B_W29,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?",0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id203,MAN1C_W29,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?",0.28571428571428575,0.35714285714285715,0.25510204081632654,0.10204081632653061,,,,,,,
id204,MAN1D_W29,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?",0.25252525252525254,0.35353535353535354,0.25252525252525254,0.14141414141414144,,,,,,,
id205,MAN1E_W29,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id206,MESUM1_FA_W29,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values",0.42857142857142855,0.5714285714285715,,,,,,,,,
id207,MESUM1_FB_W29,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values",0.663265306122449,0.33673469387755106,,,,,,,,,
id208,MESUM1_FC_W29,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with",0.663265306122449,0.33673469387755106,,,,,,,,,
id209,MESUM1_FD_W29,"How well, if at all, do the following words or phrases describe you? Blue collar",0.15306122448979592,0.846938775510204,,,,,,,,,
id210,MESUM1_FE_W29,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career",0.6701030927835052,0.32989690721649484,,,,,,,,,
id211,MESUM1_FF_W29,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries",0.7346938775510204,0.2653061224489796,,,,,,,,,
id212,MESUM2_FA_W29,"How well, if at all, do the following words or phrases describe you? Environmentalist",0.28571428571428575,0.7142857142857143,,,,,,,,,
id213,MESUM2_FB_W29,"How well, if at all, do the following words or phrases describe you? Have traditional values",0.42857142857142855,0.5714285714285715,,,,,,,,,
id214,MESUM2_FC_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA",0.15306122448979592,0.846938775510204,,,,,,,,,
id215,MESUM2_FD_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement",0.326530612244898,0.6734693877551021,,,,,,,,,
id216,MESUM2_FE_W29,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people",0.6326530612244898,0.3673469387755102,,,,,,,,,
id217,MESUM2_FF_W29,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist",0.28571428571428575,0.7142857142857143,,,,,,,,,
id218,TRANSGEND2_W29,"Thinking about the people you know, including yourself, do you personally know anyone who is transgender, or not?",0.42857142857142855,0.5714285714285715,,,,,,,,,
id219,TRANSGEND3_W29,Which of the following statements comes closer to your feelings?,0.3368421052631579,0.2947368421052632,0.36842105263157887,,,,,,,,
id220,TRAITSA_W29,"How well, if at all, do the following words or phrases describe you? Intelligent",0.45918367346938777,0.35714285714285715,0.12244897959183673,0.061224489795918366,,,,,,,
id221,TRAITSB_W29,"How well, if at all, do the following words or phrases describe you? Physically attractive",0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id222,TRAITSC_W29,"How well, if at all, do the following words or phrases describe you? Nurturing",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id223,TRAITSD_W29,"How well, if at all, do the following words or phrases describe you? Assertive",0.2828282828282828,0.3838383838383838,0.20202020202020202,0.1313131313131313,,,,,,,
id224,TRAITSE_W29,"How well, if at all, do the following words or phrases describe you? Physically strong",0.25252525252525254,0.35353535353535354,0.25252525252525254,0.14141414141414144,,,,,,,
id225,TRAITSF_W29,"How well, if at all, do the following words or phrases describe you? Sensitive",0.28571428571428575,0.4285714285714286,0.1836734693877551,0.10204081632653063,,,,,,,
id226,BOYSF1A_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to be leaders these days, or is it about right?",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id227,BOYSF1B_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to talk about their feelings when they are sad or upset these days, or is it about right?",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id228,BOYSF1C_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to stand up for themselves these days, or is it about right?",0.2631578947368421,0.4210526315789474,0.3157894736842105,,,,,,,,
id229,BOYSF1D_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to do well in school these days, or is it about right?",0.15463917525773196,0.4123711340206186,0.4329896907216495,,,,,,,,
id230,GIRLSF2A_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to be leaders these days, or is it about right?",0.15789473684210525,0.3684210526315789,0.4736842105263158,,,,,,,,
id231,GIRLSF2B_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to talk about their feelings when they are sad or upset these days, or is it about right?",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id232,GIRLSF2C_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to stand up for themselves these days, or is it about right?",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id233,GIRLSF2D_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to do well in school these days, or is it about right?",0.15789473684210525,0.2631578947368421,0.5789473684210527,,,,,,,,
id234,SPOUSESEX_W29,Thinking about your spouse or partner is your spouse or partner of the opposite sex as you or the same sex as you?,0.9747474747474747,0.025252525252525256,,,,,,,,,
id235,HOOD_NHISA_W29,How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood,0.4329896907216495,0.36082474226804123,0.12371134020618557,0.08247422680412371,,,,,,,
id236,HOOD_NHISB_W29,How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted,0.30434782608695654,0.41304347826086957,0.19565217391304346,0.08695652173913043,,,,,,,
id237,HOOD_NHISC_W29,How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood,0.2947368421052632,0.36842105263157887,0.21052631578947367,0.1263157894736842,,,,,,,
id238,LOCALELECT_W29,"The next question is about local elections, such as for mayor or a school board. Do you",0.25510204081632654,0.35714285714285715,0.20408163265306123,0.1836734693877551,,,,,,,
id239,PARTICIPATEA_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A school group, neighborhood, or community association such as PTA or neighborhood watch group",0.28571428571428575,0.7142857142857143,,,,,,,,,
id240,PARTICIPATEB_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A service or civic organization such as American Legion or Lions Club",0.12244897959183673,0.8775510204081632,,,,,,,,,
id241,PARTICIPATEC_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A sports or recreation organization such as a soccer club or tennis club",0.28571428571428575,0.7142857142857143,,,,,,,,,
id242,S7_W29,"In the last 12 months, that is since September 2016, have you served on a committee or as an officer of any group or organization?",0.326530612244898,0.6734693877551021,,,,,,,,,
id243,S12_W29,"In the last 12 months, how often did you eat dinner with any of the other members of your household?",0.4329896907216495,0.288659793814433,0.12371134020618557,0.061855670103092786,0.051546391752577324,0.041237113402061855,,,,,
id244,S13_W29,"This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?",0.2947368421052632,0.33684210526315794,0.18947368421052632,0.08421052631578949,0.06315789473684211,0.031578947368421054,,,,,
id245,TALK_CPS_W29,"In the last 12 months, how often did you talk with any of your neighbors?",0.18367346938775508,0.22448979591836732,0.20408163265306123,0.10204081632653061,0.12244897959183672,0.16326530612244897,,,,,
id246,FAVORS_CPS_W29,"In the last 12 months, how often did you and your neighbors do favors for each other?",0.0816326530612245,0.15306122448979592,0.22448979591836735,0.12244897959183673,0.1836734693877551,0.23469387755102042,,,,,
id247,WORRYRET_W29,How worried are you right now about not having enough money for retirement?,0.4285714285714286,0.28571428571428575,0.1836734693877551,0.10204081632653063,,,,,,,
id248,WORRYBILL_W29,How worried are you right now about not having enough to pay your normal monthly bills?,0.2857142857142857,0.32653061224489793,0.22448979591836732,0.16326530612244897,,,,,,,
id249,GOPDIRCT_W29,"Thinking about the future of the Republican Party, would you say that you are",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,,,,,,,
id250,DEMDIRCT_W29,"Thinking about the future of the Democratic Party, would you say that you are",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,,,,,,,
