input_id,qkey,question_raw,logit_A,logit_B,logit_C,logit_D,pred_A,pred_B,pred_C,pred_D,logit_E,pred_E,logit_F,logit_G,logit_H,logit_I,logit_J,logit_K,pred_F,pred_G,pred_H,pred_I,pred_J,pred_K
id162,VOICE4_W27,"When you use digital assistants, how often do they accurately respond to your commands?",2.1,1.5,0.3,,0.5833929526797967,0.3201728408459242,0.09643420647427904,,,,,,,,,,,,,,,
id163,VOICE5A_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It lets me use my phone or device while doing other things with my hands",2.1,1.5,-0.8,,0.623505591093229,0.342187123561648,0.03430728534512299,,,,,,,,,,,,,,,
id164,VOICE5B_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? Spoken language feels more natural than typing",1.8,2.1,0.5,,0.3813314461115678,0.5147436111393937,0.1039249427490385,,,,,,,,,,,,,,,
id165,VOICE5C_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's easier for children to use",1.2,2.1,0.5,,0.2527685476812795,0.621710306279499,0.12552114603922157,,,,,,,,,,,,,,,
id166,VOICE5D_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's fun",1.2,2.5,0.8,,0.1872793598541862,0.6871835310268307,0.12553710911898316,,,,,,,,,,,,,,,
id167,DRONE1_W27,Do you personally own a flying drone?,0.8,2.5,,,0.1544652650835347,0.8455347349164652,,,,,,,,,,,,,,,,
id168,DRONE2_W27,Have you ever seen someone operating a drone?,2.1,1.5,,,0.6456563062257954,0.3543436937742045,,,,,,,,,,,,,,,,
id169,DRONE4A_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes,1.2,2.8,3.5,,0.0627856161660331,0.310979192655988,0.6262351911779789,,,,,,,,,,,,,,,
id170,DRONE4B_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents,-1.2,2.8,1.5,,0.014188848686364598,0.7746848893757159,0.21112626193791958,,,,,,,,,,,,,,,
id171,DRONE4C_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches,1.8,0.9,2.3,,0.32730107304568523,0.13307068590091722,0.5396282410533976,,,,,,,,,,,,,,,
id172,DRONE4D_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks,1.2,2.5,3.1,,0.08806544868525223,0.3231382573931896,0.5887962939215582,,,,,,,,,,,,,,,
id173,DRONE4E_W27,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies",1.2,2.5,3.1,,0.08806544868525223,0.3231382573931896,0.5887962939215582,,,,,,,,,,,,,,,
id174,PERSDISCR_W29,"Have you ever personally experienced discrimination or been treated unfairly because of your gender, or not?",1.2,2.1,,,0.289050497374996,0.710949502625004,,,,,,,,,,,,,,,,
id175,NOWSMK_NHIS_W29,Do you now smoke cigarettes,1.2,0.8,3.5,,0.08587743443113807,0.05756536580130305,0.8565571997675588,,,,,,,,,,,,,,,
id176,BLOODPR_W29,"Have you ever been told by a doctor or other health professional that you had hypertension, also called high blood pressure?",1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id177,DIFF1A_W29,Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id178,DIFF1B_W29,Do you think men and women are basically similar or basically different when it comes to their physical abilities?,-0.8,2.1,,,0.052153563078417724,0.9478464369215823,,,,,,,,,,,,,,,,
id179,DIFF1C_W29,Do you think men and women are basically similar or basically different when it comes to their approach to parenting?,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id180,DIFF1D_W29,Do you think men and women are basically similar or basically different when it comes to how they express their feelings?,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id181,DIFF1E_W29,Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id182,MASC2_W29,"Now thinking about how you see yourself, would you describe yourself as",2.1,1.9,0.3,-1.5,0.49717768047338257,0.40705465674753666,0.08218291783083734,0.01358474494824341,,,,,,,,,,,,,,
id183,FEM2_W29,"Now thinking about how you see yourself, would you describe yourself as",2.1,1.8,0.3,-1.5,0.5172126210355525,0.3831605336296857,0.0854946712313496,0.014132174103412148,,,,,,,,,,,,,,
id184,MASC1F1_W29,"Thinking about how society sees men these days, in general, would you say",2.1,-1.8,0.9,,0.7567524319365665,0.015318115713657087,0.22792945234977646,,,,,,,,,,,,,,,
id185,MASC2AF1_W29,Do you think it's a good thing or a bad thing that most people in our society look up to men who are manly or masculine?,2.1,0.8,,,0.7858349830425586,0.2141650169574414,,,,,,,,,,,,,,,,
id186,MASC2BF1_W29,Do you think it's a good thing or a bad thing that most people in our society look down on men who are manly or masculine?,-1.8,2.3,,,0.01630249937144095,0.9836975006285591,,,,,,,,,,,,,,,,
id187,FEM1F2_W29,"Thinking about how society sees women these days, in general, would you say",2.1,-1.8,1.5,,0.6373268787212087,0.012900714241105617,0.3497724070376857,,,,,,,,,,,,,,,
id188,FEM2AF2_W29,Do you think it's a good thing or a bad thing that most people in our society look up to women who are womanly or feminine?,2.1,0.8,,,0.7858349830425586,0.2141650169574414,,,,,,,,,,,,,,,,
id189,FEM2BF2_W29,Do you think it's a good thing or a bad thing that most people in our society look down on women who are womanly or feminine?,-1.8,2.3,,,0.01630249937144095,0.9836975006285591,,,,,,,,,,,,,,,,
id190,GOODJOBS_W29,"In general, thinking about job opportunities where you live, would you say that",1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id191,HELPHURTA_W29,"Thinking about your work life, has the growing number of immigrants working in this country done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",0.8,1.2,2.5,,0.12553710911898316,0.1872793598541862,0.6871835310268307,,,,,,,,,,,,,,,
id192,HELPHURTB_W29,"Thinking about your work life, has more women in the workforce done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",1.2,-0.8,2.5,,0.20813248761372208,0.028167669161943864,0.7636998432243342,,,,,,,,,,,,,,,
id193,HELPHURTC_W29,"Thinking about your work life, has a growing emphasis on diversity in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",1.2,-0.8,2.5,,0.20813248761372208,0.028167669161943864,0.7636998432243342,,,,,,,,,,,,,,,
id194,HELPHURTD_W29,"Thinking about your work life, has increased outsourcing of jobs to other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",-1.2,0.8,1.5,,0.042976024689048084,0.31755225733640496,0.639471717974547,,,,,,,,,,,,,,,
id195,HELPHURTE_W29,"Thinking about your work life, has automation of jobs through new technology in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",1.8,0.5,2.2,,0.3617478438013318,0.09858778849736487,0.5396643677013033,,,,,,,,,,,,,,,
id196,HELPHURTF_W29,"Thinking about your work life, has more foreign-made products being sold in the U.S. done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",1.2,2.5,3.8,,0.0551479670336406,0.20235425166251336,0.742497781303846,,,,,,,,,,,,,,,
id197,HELPHURTG_W29,"Thinking about your work life, has more U.S.-made products being sold in other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?",1.2,-0.8,2.5,,0.20813248761372208,0.028167669161943864,0.7636998432243342,,,,,,,,,,,,,,,
id198,TRANSGEND1_W29,"Which statement comes closer to your views, even if neither is exactly right?",2.1,1.5,,,0.6456563062257954,0.3543436937742045,,,,,,,,,,,,,,,,
id199,SEENMASC_W29,"On a different topic how important is it to you, personally, to be seen by others as manly or masculine?",1.2,2.5,1.8,0.5,0.14310244555715027,0.5250853266110158,0.2607496564315428,0.07106257140029112,,,,,,,,,,,,,,
id200,SEENFEM_W29,"On a different topic how important is it to you, personally, to be seen by others as womanly or feminine?",1.2,2.1,1.8,0.5,0.17306106489897924,0.4256615336456642,0.3153378199680321,0.08593958148732445,,,,,,,,,,,,,,
id201,MAN1A_W29,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?",2.1,3.5,1.8,-0.9,0.17106283159051727,0.6936939889942217,0.12672646252366337,0.008516716891597475,,,,,,,,,,,,,,
id202,MAN1B_W29,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?",1.8,2.5,1.2,-0.5,0.27301345133741,0.5497815768065686,0.14983295890416085,0.027372012951860675,,,,,,,,,,,,,,
id203,MAN1C_W29,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?",1.8,2.5,1.2,-0.5,0.27301345133741,0.5497815768065686,0.14983295890416085,0.027372012951860675,,,,,,,,,,,,,,
id204,MAN1D_W29,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?",1.8,2.5,1.2,-0.5,0.27301345133741,0.5497815768065686,0.14983295890416085,0.027372012951860675,,,,,,,,,,,,,,
id205,MAN1E_W29,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?",2.1,1.8,0.5,-1.2,0.5051530903977393,0.3742266136003242,0.10198865000554296,0.018631645996393546,,,,,,,,,,,,,,
id206,MESUM1_FA_W29,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id207,MESUM1_FB_W29,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values",2.1,1.2,,,0.710949502625004,0.289050497374996,,,,,,,,,,,,,,,,
id208,MESUM1_FC_W29,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with",2.1,1.5,,,0.6456563062257954,0.3543436937742045,,,,,,,,,,,,,,,,
id209,MESUM1_FD_W29,"How well, if at all, do the following words or phrases describe you? Blue collar",1.2,2.8,,,0.16798161486607555,0.8320183851339245,,,,,,,,,,,,,,,,
id210,MESUM1_FE_W29,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career",2.1,1.5,,,0.6456563062257954,0.3543436937742045,,,,,,,,,,,,,,,,
id211,MESUM1_FF_W29,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries",2.1,0.8,,,0.7858349830425586,0.2141650169574414,,,,,,,,,,,,,,,,
id212,MESUM2_FA_W29,"How well, if at all, do the following words or phrases describe you? Environmentalist",1.2,2.1,,,0.289050497374996,0.710949502625004,,,,,,,,,,,,,,,,
id213,MESUM2_FB_W29,"How well, if at all, do the following words or phrases describe you? Have traditional values",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id214,MESUM2_FC_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA",1.2,2.8,,,0.16798161486607555,0.8320183851339245,,,,,,,,,,,,,,,,
id215,MESUM2_FD_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement",1.2,2.1,,,0.289050497374996,0.710949502625004,,,,,,,,,,,,,,,,
id216,MESUM2_FE_W29,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id217,MESUM2_FF_W29,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist",1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id218,TRANSGEND2_W29,"Thinking about the people you know, including yourself, do you personally know anyone who is transgender, or not?",1.2,0.8,,,0.598687660112452,0.401312339887548,,,,,,,,,,,,,,,,
id219,TRANSGEND3_W29,Which of the following statements comes closer to your feelings?,1.8,0.7,1.2,,0.531439221650759,0.17690074963055205,0.29166002871868896,,,,,,,,,,,,,,,
id220,TRAITSA_W29,"How well, if at all, do the following words or phrases describe you? Intelligent",2.1,1.5,-0.4,-1.8,0.6056426956559213,0.33238375869132264,0.049714179839490655,0.012259365813265413,,,,,,,,,,,,,,
id221,TRAITSB_W29,"How well, if at all, do the following words or phrases describe you? Physically attractive",1.2,2.5,0.8,-1.5,0.18495152200830137,0.6786420033761675,0.12397671274696613,0.012429761868565006,,,,,,,,,,,,,,
id222,TRAITSC_W29,"How well, if at all, do the following words or phrases describe you? Nurturing",1.8,2.1,0.5,-1.2,0.3742266136003242,0.5051530903977393,0.10198865000554296,0.018631645996393546,,,,,,,,,,,,,,
id223,TRAITSD_W29,"How well, if at all, do the following words or phrases describe you? Assertive",1.8,2.5,0.7,-1.2,0.29442845443513016,0.5929060972750912,0.09800671869937241,0.014658729590406337,,,,,,,,,,,,,,
id224,TRAITSE_W29,"How well, if at all, do the following words or phrases describe you? Physically strong",1.8,2.1,0.5,-1.2,0.3742266136003242,0.5051530903977393,0.10198865000554296,0.018631645996393546,,,,,,,,,,,,,,
id225,TRAITSF_W29,"How well, if at all, do the following words or phrases describe you? Sensitive",1.2,2.8,0.5,-1.1,0.15267463272342155,0.7562024062617223,0.07581597887220216,0.01530698214265398,,,,,,,,,,,,,,
id226,BOYSF1A_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to be leaders these days, or is it about right?",-0.8,1.2,0.5,,0.08293006676451029,0.6127749156110307,0.30429501762445904,,,,,,,,,,,,,,,
id227,BOYSF1B_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to talk about their feelings when they are sad or upset these days, or is it about right?",-0.8,1.5,0.9,,0.06079718541437959,0.6064022200622222,0.33280059452339805,,,,,,,,,,,,,,,
id228,BOYSF1C_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to stand up for themselves these days, or is it about right?",1.2,2.8,3.5,,0.0627856161660331,0.310979192655988,0.6262351911779789,,,,,,,,,,,,,,,
id229,BOYSF1D_W29,"When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to do well in school these days, or is it about right?",-1.2,2.8,1.5,,0.014188848686364598,0.7746848893757159,0.21112626193791958,,,,,,,,,,,,,,,
id230,GIRLSF2A_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to be leaders these days, or is it about right?",-1.2,2.8,1.5,,0.014188848686364598,0.7746848893757159,0.21112626193791958,,,,,,,,,,,,,,,
id231,GIRLSF2B_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to talk about their feelings when they are sad or upset these days, or is it about right?",-1.2,2.8,1.5,,0.014188848686364598,0.7746848893757159,0.21112626193791958,,,,,,,,,,,,,,,
id232,GIRLSF2C_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to stand up for themselves these days, or is it about right?",-0.8,1.2,0.5,,0.08293006676451029,0.6127749156110307,0.30429501762445904,,,,,,,,,,,,,,,
id233,GIRLSF2D_W29,"When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to do well in school these days, or is it about right?",-1.2,0.8,1.5,,0.042976024689048084,0.31755225733640496,0.639471717974547,,,,,,,,,,,,,,,
id234,SPOUSESEX_W29,Thinking about your spouse or partner is your spouse or partner of the opposite sex as you or the same sex as you?,3.2,0.8,,,0.9168273035060777,0.08317269649392234,,,,,,,,,,,,,,,,
id235,HOOD_NHISA_W29,How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood,2.1,1.5,-0.4,-1.8,0.6056426956559213,0.33238375869132264,0.049714179839490655,0.012259365813265413,,,,,,,,,,,,,,
id236,HOOD_NHISB_W29,How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted,1.8,2.2,0.5,-1.2,0.35534789857700644,0.5301167713521034,0.09684359995006,0.017691730120830196,,,,,,,,,,,,,,
id237,HOOD_NHISC_W29,How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood,1.8,2.2,0.5,-1.2,0.35534789857700644,0.5301167713521034,0.09684359995006,0.017691730120830196,,,,,,,,,,,,,,
id238,LOCALELECT_W29,"The next question is about local elections, such as for mayor or a school board. Do you",1.2,2.5,0.8,-1.5,0.18495152200830137,0.6786420033761675,0.12397671274696613,0.012429761868565006,,,,,,,,,,,,,,
id239,PARTICIPATEA_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A school group, neighborhood, or community association such as PTA or neighborhood watch group",1.2,2.1,,,0.289050497374996,0.710949502625004,,,,,,,,,,,,,,,,
id240,PARTICIPATEB_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A service or civic organization such as American Legion or Lions Club",-0.8,2.1,,,0.052153563078417724,0.9478464369215823,,,,,,,,,,,,,,,,
id241,PARTICIPATEC_W29,"Have you participated in any of these groups during the last 12 months, that is since September 2016? A sports or recreation organization such as a soccer club or tennis club",1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id242,S7_W29,"In the last 12 months, that is since September 2016, have you served on a committee or as an officer of any group or organization?",1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id243,S12_W29,"In the last 12 months, how often did you eat dinner with any of the other members of your household?",3.2,2.1,0.5,-1.8,0.70830455477618,0.2357741047366328,0.047601970779633344,0.00477251854929273,-2.5,0.0023699625736506667,-3.2,,,,,,0.001176888584610587,,,,,
id244,S13_W29,"This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?",2.1,2.5,1.3,-0.2,0.32533784966127643,0.4853470392021948,0.1461837189764257,0.03261799662630292,-1.5,0.00888944110574371,-3.2,,,,,,0.001623954428056499,,,,,
id245,TALK_CPS_W29,"In the last 12 months, how often did you talk with any of your neighbors?",1.2,2.1,1.8,0.5,0.1647814871328093,0.4052970584129267,0.3002514456609986,0.08182806484704634,-0.3,0.03676771961344018,-1.5,,,,,,0.011074224332778928,,,,,
id246,FAVORS_CPS_W29,"In the last 12 months, how often did you and your neighbors do favors for each other?",-1.2,0.8,1.5,0.3,0.032989101692512166,0.2437583230593005,0.49086898302912946,0.14784689649560276,-0.5,0.06643189285031527,-1.8,,,,,,0.018104802873139824,,,,,
id247,WORRYRET_W29,How worried are you right now about not having enough money for retirement?,2.1,1.5,0.3,-1.2,0.571104284801562,0.31342867692225407,0.09440290333628251,0.02106413493990146,,,,,,,,,,,,,,
id248,WORRYBILL_W29,How worried are you right now about not having enough to pay your normal monthly bills?,2.1,1.5,0.3,-1.2,0.571104284801562,0.31342867692225407,0.09440290333628251,0.02106413493990146,,,,,,,,,,,,,,
id249,GOPDIRCT_W29,"Thinking about the future of the Republican Party, would you say that you are",1.2,2.8,1.5,0.9,0.1243207510025362,0.6157647107407133,0.16781546070523673,0.09209907755151375,,,,,,,,,,,,,,
id250,DEMDIRCT_W29,"Thinking about the future of the Democratic Party, would you say that you are",1.2,2.8,1.5,0.7,0.12643149065691334,0.6262192726882997,0.17066466121819762,0.07668457543658931,,,,,,,,,,,,,,
